dep_name,timestamp,cr_timestamp,time_window,container_name,cpu_use,mem_use
cassdb01-cassandra-1,2024-12-10T00:38:24Z,2024-12-10T00:38:35Z,12.282s,cassandra,318695017n,1741120Ki
cassdb01-cassandra-2,2024-12-10T00:38:24Z,2024-12-10T00:38:35Z,12.281s,cassandra,388503867n,1764612Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:38:24Z,2024-12-10T00:38:35Z,12.281s,rabbitmq,74648383n,177492Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:38:24Z,2024-12-10T00:38:35Z,12.281s,master,74471940n,30492Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:38:24Z,2024-12-10T00:38:35Z,12.281s,master,77310463n,28740Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:38:24Z,2024-12-10T00:38:35Z,12.28s,workerchar,109520553n,22156Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:38:24Z,2024-12-10T00:38:35Z,12.281s,workerdb,108462323n,26428Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:38:24Z,2024-12-10T00:38:35Z,12.281s,workerdb,106390945n,25980Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:38:24Z,2024-12-10T00:38:35Z,12.281s,workerroll,59872n,20600Ki
cassdb01-cassandra-0,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.994s,cassandra,370821301n,1981576Ki
cassdb01-cassandra-1,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.99s,cassandra,270929459n,1741172Ki
cassdb01-cassandra-2,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.994s,cassandra,339682306n,1764592Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.994s,rabbitmq,319863118n,198400Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.994s,rabbitmq,65753194n,181664Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.994s,master,38093650n,30584Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.989s,master,37703442n,30144Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.994s,master,39215499n,28748Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.994s,master,37369787n,28064Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.994s,workerchar,75520694n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.994s,workerchar,73755942n,22124Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.994s,workerdb,96163572n,26440Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.99s,workerdb,92063629n,26172Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:38:39Z,2024-12-10T00:38:41Z,14.99s,workerroll,0,20600Ki
cassdb01-cassandra-0,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.994s,cassandra,370821301n,1981576Ki
cassdb01-cassandra-1,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.99s,cassandra,270929459n,1741172Ki
cassdb01-cassandra-2,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.994s,cassandra,339682306n,1764592Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.994s,rabbitmq,319863118n,198400Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.994s,rabbitmq,65753194n,181664Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.994s,master,38093650n,30584Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.989s,master,37703442n,30144Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.994s,master,39215499n,28748Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.994s,master,37369787n,28064Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.994s,workerchar,75520694n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.994s,workerchar,73755942n,22124Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.994s,workerdb,96163572n,26440Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.99s,workerdb,92063629n,26172Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:38:39Z,2024-12-10T00:38:43Z,14.99s,workerroll,0,20600Ki
cassdb01-cassandra-0,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.994s,cassandra,370821301n,1981576Ki
cassdb01-cassandra-1,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.99s,cassandra,270929459n,1741172Ki
cassdb01-cassandra-2,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.994s,cassandra,339682306n,1764592Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.994s,rabbitmq,319863118n,198400Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.994s,rabbitmq,65753194n,181664Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.994s,master,38093650n,30584Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.989s,master,37703442n,30144Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.994s,master,39215499n,28748Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.994s,master,37369787n,28064Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.994s,workerchar,75520694n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.994s,workerchar,73755942n,22124Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.994s,workerdb,96163572n,26440Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.99s,workerdb,92063629n,26172Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:38:39Z,2024-12-10T00:38:48Z,14.99s,workerroll,0,20600Ki
cassdb01-cassandra-0,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.272s,cassandra,220313885n,1981576Ki
cassdb01-cassandra-1,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.277s,cassandra,337011370n,1741152Ki
cassdb01-cassandra-2,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.272s,cassandra,426863763n,1764620Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.272s,rabbitmq,2728332n,159992Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.272s,rabbitmq,89999095n,185296Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.272s,master,57388567n,30684Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.277s,master,55929551n,30320Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.273s,master,58082652n,28832Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.272s,master,56080264n,28288Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.272s,workerchar,111460365n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.272s,workerchar,109214300n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.272s,workerdb,112786163n,26440Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.276s,workerdb,111016862n,26404Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.362s,workerdb,83905427n,27764Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:38:51Z,2024-12-10T00:38:53Z,12.276s,workerroll,74470n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.272s,cassandra,220313885n,1981576Ki
cassdb01-cassandra-1,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.277s,cassandra,337011370n,1741152Ki
cassdb01-cassandra-2,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.272s,cassandra,426863763n,1764620Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.272s,rabbitmq,2728332n,159992Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.272s,rabbitmq,89999095n,185296Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.272s,master,57388567n,30684Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.277s,master,55929551n,30320Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.273s,master,58082652n,28832Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.272s,master,56080264n,28288Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.272s,workerchar,111460365n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.272s,workerchar,109214300n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.272s,workerdb,112786163n,26440Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.276s,workerdb,111016862n,26404Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.362s,workerdb,83905427n,27764Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:38:51Z,2024-12-10T00:38:58Z,12.276s,workerroll,74470n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.272s,cassandra,220313885n,1981576Ki
cassdb01-cassandra-1,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.277s,cassandra,337011370n,1741152Ki
cassdb01-cassandra-2,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.272s,cassandra,426863763n,1764620Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.272s,rabbitmq,2728332n,159992Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.272s,rabbitmq,89999095n,185296Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.272s,master,57388567n,30684Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.277s,master,55929551n,30320Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.273s,master,58082652n,28832Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.272s,master,56080264n,28288Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.272s,workerchar,111460365n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.272s,workerchar,109214300n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.272s,workerdb,112786163n,26440Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.276s,workerdb,111016862n,26404Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.362s,workerdb,83905427n,27764Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:38:51Z,2024-12-10T00:39:03Z,12.276s,workerroll,74470n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,14.999s,cassandra,404043229n,1981500Ki
cassdb01-cassandra-1,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,15.001s,cassandra,267898353n,1740972Ki
cassdb01-cassandra-2,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,15s,cassandra,365385293n,1764616Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,14.999s,rabbitmq,2845496n,158424Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,15.001s,rabbitmq,89415192n,189812Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,15.001s,master,48454769n,30716Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,15.001s,master,46420045n,30444Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,14.998s,master,48840912n,28884Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,14.999s,master,46360677n,28384Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,15s,workerchar,93938973n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,15s,workerchar,91612060n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,15.001s,workerdb,80776768n,26440Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,14.999s,workerdb,78066117n,26416Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,14.999s,workerdb,78038475n,27856Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:39:06Z,2024-12-10T00:39:08Z,15s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,14.999s,cassandra,404043229n,1981500Ki
cassdb01-cassandra-1,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,15.001s,cassandra,267898353n,1740972Ki
cassdb01-cassandra-2,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,15s,cassandra,365385293n,1764616Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,14.999s,rabbitmq,2845496n,158424Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,15.001s,rabbitmq,89415192n,189812Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,15.001s,master,48454769n,30716Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,15.001s,master,46420045n,30444Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,14.998s,master,48840912n,28884Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,14.999s,master,46360677n,28384Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,15s,workerchar,93938973n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,15s,workerchar,91612060n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,15.001s,workerdb,80776768n,26440Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,14.999s,workerdb,78066117n,26416Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,14.999s,workerdb,78038475n,27856Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:39:06Z,2024-12-10T00:39:11Z,15s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,14.999s,cassandra,404043229n,1981500Ki
cassdb01-cassandra-1,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,15.001s,cassandra,267898353n,1740972Ki
cassdb01-cassandra-2,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,15s,cassandra,365385293n,1764616Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,14.999s,rabbitmq,2845496n,158424Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,15.001s,rabbitmq,89415192n,189812Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,15.001s,master,48454769n,30716Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,15.001s,master,46420045n,30444Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,14.998s,master,48840912n,28884Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,14.999s,master,46360677n,28384Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,15s,workerchar,93938973n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,15s,workerchar,91612060n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,15.001s,workerdb,80776768n,26440Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,14.999s,workerdb,78066117n,26416Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,14.999s,workerdb,78038475n,27856Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:39:06Z,2024-12-10T00:39:16Z,15s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.277s,cassandra,233146802n,1981500Ki
cassdb01-cassandra-1,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.274s,cassandra,333552623n,1741036Ki
cassdb01-cassandra-2,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.274s,cassandra,443881416n,1764688Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.277s,rabbitmq,6170725n,158644Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.275s,rabbitmq,104402224n,194612Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.275s,master,57514215n,30676Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.277s,master,56390852n,30604Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.275s,master,58991454n,28932Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.276s,master,55083414n,28484Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.279s,workerchar,119475413n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.277s,workerchar,117362450n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.277s,workerdb,104639602n,26448Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.277s,workerdb,101171939n,26416Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.275s,workerdb,101122346n,28140Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:39:18Z,2024-12-10T00:39:21Z,12.275s,workerroll,68032n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.277s,cassandra,233146802n,1981500Ki
cassdb01-cassandra-1,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.274s,cassandra,333552623n,1741036Ki
cassdb01-cassandra-2,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.274s,cassandra,443881416n,1764688Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.277s,rabbitmq,6170725n,158644Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.275s,rabbitmq,104402224n,194612Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.275s,master,57514215n,30676Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.277s,master,56390852n,30604Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.275s,master,58991454n,28932Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.276s,master,55083414n,28484Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.279s,workerchar,119475413n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.277s,workerchar,117362450n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.277s,workerdb,104639602n,26448Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.277s,workerdb,101171939n,26416Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.275s,workerdb,101122346n,28140Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:39:18Z,2024-12-10T00:39:26Z,12.275s,workerroll,68032n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.277s,cassandra,233146802n,1981500Ki
cassdb01-cassandra-1,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.274s,cassandra,333552623n,1741036Ki
cassdb01-cassandra-2,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.274s,cassandra,443881416n,1764688Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.277s,rabbitmq,6170725n,158644Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.275s,rabbitmq,104402224n,194612Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.275s,master,57514215n,30676Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.277s,master,56390852n,30604Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.275s,master,58991454n,28932Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.276s,master,55083414n,28484Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.279s,workerchar,119475413n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.277s,workerchar,117362450n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.277s,workerdb,104639602n,26448Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.277s,workerdb,101171939n,26416Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.275s,workerdb,101122346n,28140Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:39:18Z,2024-12-10T00:39:31Z,12.275s,workerroll,68032n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.003s,cassandra,421102692n,1981488Ki
cassdb01-cassandra-1,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.001s,cassandra,276818905n,1741188Ki
cassdb01-cassandra-2,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.003s,cassandra,370576811n,1764892Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.001s,rabbitmq,12292933n,159024Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.001s,rabbitmq,85115652n,200620Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,14.999s,rabbitmq,384843776n,190516Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.002s,master,35372950n,30688Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.001s,master,33799773n,30672Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.001s,master,35185227n,29992Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.005s,master,36602592n,28972Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.002s,master,34251306n,28572Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.004s,master,34033357n,30152Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.001s,workerchar,34815112n,22104Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15s,workerchar,86270720n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15s,workerchar,83164880n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.001s,workerdb,86993233n,26448Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.003s,workerdb,83974558n,26416Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:39:33Z,2024-12-10T00:39:34Z,15.004s,workerdb,83010897n,28300Ki
